pmid,first_author,lab_pi,lab,year,dataset_description,experiment_description,assay_term_id,assay_term_name,biosample_id,biosample_term_name,strain_background,experiment_dbxref,datafile_name,gbrowse_category,old_category,category,label,key
24374639,Engel,"Cherry, J. Michael",SGD,2014,The Saccharomyces cerevisiae Third Party Annotation (TPA) sequence was derived from the primary nucleotide sequence submitted to DDBJ/EMBL/GenBank International Nucleotide Sequence Database and assembled by Saccharomyces Genome Database. ,,OBI:0002117,whole genome sequencing assay,,,S288C,PRJNA43747,,,,Reference sequence,Experimental_N_Termini,Experimental_N_Termini
24374639,Engel,"Cherry, J. Michael",SGD,2014,The Saccharomyces cerevisiae Third Party Annotation (TPA) sequence was derived from the primary nucleotide sequence submitted to DDBJ/EMBL/GenBank International Nucleotide Sequence Database and assembled by Saccharomyces Genome Database. ,,OBI:0002117,whole genome sequencing assay,,,S288C,PRJNA43747,,,,Reference sequence,Non-coding-RNA-Genes,Non-coding-RNA-Genes
24374639,Engel,"Cherry, J. Michael",SGD,2014,The Saccharomyces cerevisiae Third Party Annotation (TPA) sequence was derived from the primary nucleotide sequence submitted to DDBJ/EMBL/GenBank International Nucleotide Sequence Database and assembled by Saccharomyces Genome Database. ,,OBI:0002117,whole genome sequencing assay,,,S288C,PRJNA43747,,,,Reference sequence,Protein-Coding-Genes,Protein-Coding-Genes
24374639,Engel,"Cherry, J. Michael",SGD,2014,The Saccharomyces cerevisiae Third Party Annotation (TPA) sequence was derived from the primary nucleotide sequence submitted to DDBJ/EMBL/GenBank International Nucleotide Sequence Database and assembled by Saccharomyces Genome Database. ,,OBI:0002117,whole genome sequencing assay,,,S288C,PRJNA43747,,,,Reference sequence,S288C,S288C
24374639,Engel,"Cherry, J. Michael",SGD,2014,The Saccharomyces cerevisiae Third Party Annotation (TPA) sequence was derived from the primary nucleotide sequence submitted to DDBJ/EMBL/GenBank International Nucleotide Sequence Database and assembled by Saccharomyces Genome Database. ,,OBI:0002117,whole genome sequencing assay,,,S288C,PRJNA43747,,,,Reference sequence,Subfeatures,Subfeatures
24374639,Engel,"Cherry, J. Michael",SGD,2014,The Saccharomyces cerevisiae Third Party Annotation (TPA) sequence was derived from the primary nucleotide sequence submitted to DDBJ/EMBL/GenBank International Nucleotide Sequence Database and assembled by Saccharomyces Genome Database. ,,OBI:0002117,whole genome sequencing assay,,,S288C,PRJNA43747,,,,Reference sequence,TransposableElements,"LTR,Transposons"
24374639,Engel,"Cherry, J. Michael",SGD,2014,The Saccharomyces cerevisiae Third Party Annotation (TPA) sequence was derived from the primary nucleotide sequence submitted to DDBJ/EMBL/GenBank International Nucleotide Sequence Database and assembled by Saccharomyces Genome Database. ,,OBI:0002117,whole genome sequencing assay,,,S288C,PRJNA43747,,,,Reference sequence,ARS_CEN_TEL,"ARS,Centromere,Telomere"
24374639,Engel,"Cherry, J. Michael",SGD,2014,The Saccharomyces cerevisiae Third Party Annotation (TPA) sequence was derived from the primary nucleotide sequence submitted to DDBJ/EMBL/GenBank International Nucleotide Sequence Database and assembled by Saccharomyces Genome Database. ,,OBI:0002117,whole genome sequencing assay,,,S288C,PRJNA43747,,,,Reference sequence,DNA,Reference sequence
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae BC187",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,BC187,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/BC187.gatk.vcf.bgz,,,variants,BC187_snp,BC187_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae BC187",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,BC187,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/BC187.indel.gatk.vcf.bgz,,,variants,BC187_indel,BC187_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae BY4741",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,BY4741,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/BY4741.gatk.vcf.bgz,,,variants,BY4741_snp,BY4741_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae BY4741",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,BY4741,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/BY4741.indel.gatk.vcf.bgz,,,variants,BY4741_indel,BY4741_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae BY4742",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,BY4742,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/BY4742.gatk.vcf.bgz,,,variants,BY4742_snp,BY4742_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae BY4742",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,BY4742,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/BY4742.indel.gatk.vcf.bgz,,,variants,BY4742_indel,BY4742_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae CEN_PK2-1Ca",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,CEN_PK2-1Ca,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/CEN_PK2-1Ca.gatk.vcf.bgz,,,variants,CEN_PK2-1Ca_snp,CEN_PK2-1Ca_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae CEN_PK2-1Ca",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,CEN_PK2-1Ca,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/CEN_PK2-1Ca.indel.gatk.vcf.bgz,,,variants,CEN_PK2-1Ca_indel,CEN_PK2-1Ca_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae D273-10B",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,D273-10B,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/D273-10B.gatk.vcf.bgz,,,variants,D273-10B_snp,D273-10B_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae D273-10B",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,D273-10B,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/D273-10B.indel.gatk.vcf.bgz,,,variants,D273-10B_indel,D273-10B_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae DBVPG6044",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,DBVPG6044,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/DBVPG6044.gatk.vcf.bgz,,,variants,DBVPG6044_snp,DBVPG6044_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae DBVPG6044",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,DBVPG6044,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/DBVPG6044.indel.gatk.vcf.bgz,,,variants,DBVPG6044_indel,DBVPG6044_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae FL100",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,FL100,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/FL100.gatk.vcf.bgz,,,variants,FL100_snp,FL100_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae FL100",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,FL100,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/FL100.indel.gatk.vcf.bgz,,,variants,FL100_indel,FL100_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae FY1679",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,FY1679,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/FY1679.gatk.vcf.bgz,,,variants,FY1679_snp,FY1679_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae FY1679",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,FY1679,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/FY1679.indel.gatk.vcf.bgz,,,variants,FY1679_indel,FY1679_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae JK9-3d",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,JK9-3d,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/JK9-3d.gatk.vcf.bgz,,,variants,JK9-3d_snp,JK9-3d_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae JK9-3d",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,JK9-3d,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/JK9-3d.indel.gatk.vcf.bgz,,,variants,JK9-3d_indel,JK9-3d_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae K11",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,K11,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/K11.gatk.vcf.bgz,,,variants,K11_snp,K11_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae K11",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,K11,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/K11.indel.gatk.vcf.bgz,,,variants,K11_indel,K11_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae L1528",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,L1528,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/L1528.gatk.vcf.bgz,,,variants,L1528_snp,L1528_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae L1528",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,L1528,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/L1528.indel.gatk.vcf.bgz,,,variants,L1528_indel,L1528_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae RedStar",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,RedStar,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/RedStar.gatk.vcf.bgz,,,variants,RedStar_snp,RedStar_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae RedStar",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,RedStar,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/RedStar.indel.gatk.vcf.bgz,,,variants,RedStar_indel,RedStar_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae RM11-1A",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,RM11-1A,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/RM11-1A.gatk.vcf.bgz,,,variants,RM11-1A_snp,RM11-1A_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae RM11-1A",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,RM11-1A,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/RM11-1A.indel.gatk.vcf.bgz,,,variants,RM11-1A_indel,RM11-1A_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae SEY6210",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,SEY6210,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/SEY6210.gatk.vcf.bgz,,,variants,SEY6210_snp,SEY6210_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae SEY6210",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,SEY6210,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/SEY6210.indel.gatk.vcf.bgz,,,variants,SEY6210_indel,SEY6210_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae Sigma1278b-10560-6B",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,Sigma1278b-10560-6B,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/Sigma1278b-10560-6B.gatk.vcf.bgz,,,variants,Sigma1278b-10560-6B_snp,Sigma1278b-10560-6B_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae Sigma1278b-10560-6B",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,Sigma1278b-10560-6B,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/Sigma1278b-10560-6B.indel.gatk.vcf.bgz,,,variants,Sigma1278b-10560-6B_indel,Sigma1278b-10560-6B_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae SK1",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,SK1,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/SK1.gatk.vcf.bgz,,,variants,SK1_snp,SK1_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae SK1",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,SK1,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/SK1.indel.gatk.vcf.bgz,,,variants,SK1_indel,SK1_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae UWOPS05_217_3",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,UWOPS05_217_3,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/UWOPS05_217_3.gatk.vcf.bgz,,,variants,UWOPS05_217_3_snp,UWOPS05_217_3_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae UWOPS05_217_3",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,UWOPS05_217_3,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/UWOPS05_217_3.indel.gatk.vcf.bgz,,,variants,UWOPS05_217_3_indel,UWOPS05_217_3_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae W303",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,W303,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/W303.gatk.vcf.bgz,,,variants,W303_snp,W303_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae W303",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,W303,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/W303.indel.gatk.vcf.bgz,,,variants,W303_indel,W303_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae X2180-1A",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,X2180-1A,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/X2180-1A.gatk.vcf.bgz,,,variants,X2180-1A_snp,X2180-1A_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae X2180-1A",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,X2180-1A,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/X2180-1A.indel.gatk.vcf.bgz,,,variants,X2180-1A_indel,X2180-1A_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae Y55",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,Y55,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/Y55.gatk.vcf.bgz,,,variants,Y55_snp,Y55_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae Y55",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,Y55,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/Y55.indel.gatk.vcf.bgz,,,variants,Y55_indel,Y55_indel_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the the single nucleotide polymorphisms of S. cerevisiae YJM339",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YJM339,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YJM339.gatk.vcf.bgz,,,variants,YJM339_snp,YJM339_snp_V64
25781462,Song,"Cherry, J. Michael",SGD,2015,"Pan-genome analysis of whole genome DNA sequences of 25 Saccharomyces cerevisiae strains, using the Automated Genome Analysis PipelinE (AGAPE), identified novel genomic features, single nucleotide polymorphisms, and insertions or deletions relative to the S288C reference genome","This track displays the small (10-20bp) insertions and deletions (indels) of S. cerevisiae YJM339",OBI:0002117,whole genome sequencing assay,OBI:0001051,DNA extract,YJM339,PRJNA260311,browse.yeastgenome.org/data/tracks/Song_2015_PMID_25781462/YJM339.indel.gatk.vcf.bgz,,,variants,YJM339_indel,YJM339_indel_V64
